"delta","S","n_crossings","structure","regime","action_set","v_min","v_max","H_left","H_right"
0.09,151,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0043
0.09,152,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0044
0.09,153,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0044
0.09,154,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0044
0.09,155,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0044
0.09,156,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0045
0.09,157,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0045
0.09,158,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0045
0.09,159,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0046
0.09,160,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0046
0.09,161,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0046
0.09,162,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0046
0.09,163,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0047
0.09,164,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0047
0.09,165,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0047
0.09,166,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0048
0.09,167,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0048
0.09,168,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0048
0.09,169,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0048
0.09,170,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0049
0.09,171,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0049
0.09,172,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0049
0.09,173,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.005
0.09,174,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.005
0.09,175,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.005
0.09,176,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.005
0.09,177,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0051
0.09,178,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0051
0.09,179,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0051
0.09,180,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0052
0.09,181,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0052
0.09,182,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0052
0.09,183,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0052
0.09,184,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0053
0.09,185,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0053
0.09,186,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0053
0.09,187,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0053
0.09,188,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0054
0.09,189,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0054
0.09,190,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0054
0.09,191,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0055
0.09,192,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0055
0.09,193,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0055
0.09,194,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0055
0.09,195,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0056
0.09,196,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0056
0.09,197,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0056
0.09,198,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0057
0.09,199,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0057
0.09,200,0,"All action","Low penalty","[-10,10]",-10,10,0.2269,0.0057
0.1,2,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0405,1e-04
0.1,3,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0405,1e-04
0.1,4,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0405,1e-04
0.1,5,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0405,1e-04
0.1,6,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0405,2e-04
0.1,7,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0405,2e-04
0.1,8,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0405,2e-04
0.1,9,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,3e-04
0.1,10,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,3e-04
0.1,11,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,3e-04
0.1,12,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,3e-04
0.1,13,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,4e-04
0.1,14,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,4e-04
0.1,15,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,4e-04
0.1,16,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,5e-04
0.1,17,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,5e-04
0.1,18,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,5e-04
0.1,19,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,5e-04
0.1,20,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,6e-04
0.1,21,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,6e-04
0.1,22,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,6e-04
0.1,23,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,7e-04
0.1,24,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,7e-04
0.1,25,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,7e-04
0.1,26,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,7e-04
0.1,27,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,8e-04
0.1,28,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,8e-04
0.1,29,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,8e-04
0.1,30,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,9e-04
0.1,31,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,9e-04
0.1,32,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,9e-04
0.1,33,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,9e-04
0.1,34,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.001
0.1,35,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.001
0.1,36,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.001
0.1,37,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0011
0.1,38,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0011
0.1,39,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0011
0.1,40,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0011
0.1,41,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0012
0.1,42,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0012
0.1,43,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0012
0.1,44,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0013
0.1,45,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0013
0.1,46,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0013
0.1,47,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0013
0.1,48,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0014
0.1,49,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0014
0.1,50,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0014
0.1,51,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0015
0.1,52,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0015
0.1,53,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0015
0.1,54,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0015
0.1,55,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0016
0.1,56,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0016
0.1,57,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0016
0.1,58,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0017
0.1,59,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0017
0.1,60,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0017
0.1,61,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0017
0.1,62,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0018
0.1,63,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0018
0.1,64,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0018
0.1,65,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0019
0.1,66,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0019
0.1,67,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0019
0.1,68,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0019
0.1,69,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.002
0.1,70,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.002
0.1,71,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.002
0.1,72,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0021
0.1,73,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0021
0.1,74,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0021
0.1,75,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0021
0.1,76,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0022
0.1,77,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0022
0.1,78,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0022
0.1,79,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0023
0.1,80,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0023
0.1,81,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0023
0.1,82,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0024
0.1,83,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0024
0.1,84,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0024
0.1,85,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0024
0.1,86,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0025
0.1,87,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0025
0.1,88,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0025
0.1,89,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0026
0.1,90,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0026
0.1,91,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0026
0.1,92,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0026
0.1,93,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0027
0.1,94,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0027
0.1,95,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0027
0.1,96,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0028
0.1,97,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0028
0.1,98,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0028
0.1,99,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0028
0.1,100,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0029
0.1,101,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0029
0.1,102,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0029
0.1,103,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.003
0.1,104,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.003
0.1,105,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.003
0.1,106,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.003
0.1,107,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0031
0.1,108,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0031
0.1,109,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0031
0.1,110,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0032
0.1,111,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0032
0.1,112,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0032
0.1,113,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0032
0.1,114,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0033
0.1,115,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0033
0.1,116,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0033
0.1,117,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0034
0.1,118,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0034
0.1,119,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0034
0.1,120,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0034
0.1,121,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0035
0.1,122,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0035
0.1,123,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0035
0.1,124,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0036
0.1,125,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0036
0.1,126,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0036
0.1,127,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0036
0.1,128,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0037
0.1,129,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0037
0.1,130,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0037
0.1,131,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0038
0.1,132,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0038
0.1,133,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0038
0.1,134,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0038
0.1,135,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0039
0.1,136,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0039
0.1,137,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0039
0.1,138,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.004
0.1,139,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.004
0.1,140,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.004
0.1,141,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.004
0.1,142,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0041
0.1,143,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0041
0.1,144,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0041
0.1,145,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0042
0.1,146,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0042
0.1,147,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0042
0.1,148,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0042
0.1,149,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0043
0.1,150,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0043
0.1,151,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0043
0.1,152,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0044
0.1,153,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0044
0.1,154,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0044
0.1,155,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0044
0.1,156,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0045
0.1,157,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0045
0.1,158,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0045
0.1,159,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0046
0.1,160,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0046
0.1,161,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0046
0.1,162,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0046
0.1,163,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0047
0.1,164,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0047
0.1,165,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0047
0.1,166,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0048
0.1,167,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0048
0.1,168,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0048
0.1,169,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0048
0.1,170,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0049
0.1,171,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0049
0.1,172,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0049
0.1,173,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.005
0.1,174,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.005
0.1,175,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.005
0.1,176,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.005
0.1,177,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0051
0.1,178,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0051
0.1,179,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0051
0.1,180,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0052
0.1,181,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0052
0.1,182,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0052
0.1,183,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0052
0.1,184,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0053
0.1,185,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0053
0.1,186,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0053
0.1,187,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0053
0.1,188,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0054
0.1,189,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0054
0.1,190,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0054
0.1,191,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0055
0.1,192,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0055
0.1,193,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0055
0.1,194,1,"Single upper tail","Moderate/high penalty","[-9.85, ∞)",-10,10,-0.0404,0.0055
