"delta","S","n_crossings","structure","regime","action_set","v_min","v_max","H_left","H_right"
0.29,188,1,"Single upper tail","Moderate/high penalty","[-3.03, ∞)",-10,10,-16.7757,0.0054
0.29,189,1,"Single upper tail","Moderate/high penalty","[-3.03, ∞)",-10,10,-16.7757,0.0054
0.29,190,1,"Single upper tail","Moderate/high penalty","[-3.03, ∞)",-10,10,-16.7757,0.0054
0.29,191,1,"Single upper tail","Moderate/high penalty","[-3.03, ∞)",-10,10,-16.7757,0.0055
0.29,192,1,"Single upper tail","Moderate/high penalty","[-3.03, ∞)",-10,10,-16.7757,0.0055
0.29,193,1,"Single upper tail","Moderate/high penalty","[-3.03, ∞)",-10,10,-16.7757,0.0055
0.29,194,1,"Single upper tail","Moderate/high penalty","[-3.03, ∞)",-10,10,-16.7757,0.0055
0.29,195,1,"Single upper tail","Moderate/high penalty","[-3.03, ∞)",-10,10,-16.7757,0.0056
0.29,196,1,"Single upper tail","Moderate/high penalty","[-3.03, ∞)",-10,10,-16.7757,0.0056
0.29,197,1,"Single upper tail","Moderate/high penalty","[-3.03, ∞)",-10,10,-16.7757,0.0056
0.29,198,1,"Single upper tail","Moderate/high penalty","[-3.03, ∞)",-10,10,-16.7757,0.0057
0.29,199,1,"Single upper tail","Moderate/high penalty","[-3.03, ∞)",-10,10,-16.7757,0.0057
0.29,200,1,"Single upper tail","Moderate/high penalty","[-3.03, ∞)",-10,10,-16.7757,0.0057
0.3,2,1,"Single upper tail","Moderate/high penalty","[-2.71, ∞)",-10,10,-18.9103,1e-04
0.3,3,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-18.9103,1e-04
0.3,4,1,"Single upper tail","Moderate/high penalty","[-2.81, ∞)",-10,10,-18.9102,1e-04
0.3,5,1,"Single upper tail","Moderate/high penalty","[-2.83, ∞)",-10,10,-18.9102,1e-04
0.3,6,1,"Single upper tail","Moderate/high penalty","[-2.84, ∞)",-10,10,-18.9102,2e-04
0.3,7,1,"Single upper tail","Moderate/high penalty","[-2.85, ∞)",-10,10,-18.9102,2e-04
0.3,8,1,"Single upper tail","Moderate/high penalty","[-2.86, ∞)",-10,10,-18.9102,2e-04
0.3,9,1,"Single upper tail","Moderate/high penalty","[-2.86, ∞)",-10,10,-18.9102,3e-04
0.3,10,1,"Single upper tail","Moderate/high penalty","[-2.87, ∞)",-10,10,-18.9102,3e-04
0.3,11,1,"Single upper tail","Moderate/high penalty","[-2.87, ∞)",-10,10,-18.9102,3e-04
0.3,12,1,"Single upper tail","Moderate/high penalty","[-2.87, ∞)",-10,10,-18.9102,3e-04
0.3,13,1,"Single upper tail","Moderate/high penalty","[-2.88, ∞)",-10,10,-18.9102,4e-04
0.3,14,1,"Single upper tail","Moderate/high penalty","[-2.88, ∞)",-10,10,-18.9102,4e-04
0.3,15,1,"Single upper tail","Moderate/high penalty","[-2.88, ∞)",-10,10,-18.9102,4e-04
0.3,16,1,"Single upper tail","Moderate/high penalty","[-2.88, ∞)",-10,10,-18.9102,5e-04
0.3,17,1,"Single upper tail","Moderate/high penalty","[-2.88, ∞)",-10,10,-18.9102,5e-04
0.3,18,1,"Single upper tail","Moderate/high penalty","[-2.88, ∞)",-10,10,-18.9102,5e-04
0.3,19,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,5e-04
0.3,20,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,6e-04
0.3,21,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,6e-04
0.3,22,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,6e-04
0.3,23,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,7e-04
0.3,24,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,7e-04
0.3,25,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,7e-04
0.3,26,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,7e-04
0.3,27,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,8e-04
0.3,28,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,8e-04
0.3,29,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,8e-04
0.3,30,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,9e-04
0.3,31,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,9e-04
0.3,32,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,9e-04
0.3,33,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,9e-04
0.3,34,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,0.001
0.3,35,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,0.001
0.3,36,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,0.001
0.3,37,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,0.0011
0.3,38,1,"Single upper tail","Moderate/high penalty","[-2.89, ∞)",-10,10,-18.9102,0.0011
0.3,39,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0011
0.3,40,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0011
0.3,41,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0012
0.3,42,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0012
0.3,43,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0012
0.3,44,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0013
0.3,45,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0013
0.3,46,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0013
0.3,47,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0013
0.3,48,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0014
0.3,49,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0014
0.3,50,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0014
0.3,51,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0015
0.3,52,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0015
0.3,53,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0015
0.3,54,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0015
0.3,55,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0016
0.3,56,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0016
0.3,57,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0016
0.3,58,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0017
0.3,59,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0017
0.3,60,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0017
0.3,61,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0017
0.3,62,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0018
0.3,63,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0018
0.3,64,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0018
0.3,65,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0019
0.3,66,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0019
0.3,67,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0019
0.3,68,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0019
0.3,69,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.002
0.3,70,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.002
0.3,71,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.002
0.3,72,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0021
0.3,73,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0021
0.3,74,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0021
0.3,75,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0021
0.3,76,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0022
0.3,77,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0022
0.3,78,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0022
0.3,79,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0023
0.3,80,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0023
0.3,81,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0023
0.3,82,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0024
0.3,83,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0024
0.3,84,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0024
0.3,85,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0024
0.3,86,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0025
0.3,87,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0025
0.3,88,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0025
0.3,89,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0026
0.3,90,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0026
0.3,91,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0026
0.3,92,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0026
0.3,93,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0027
0.3,94,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0027
0.3,95,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0027
0.3,96,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0028
0.3,97,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0028
0.3,98,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0028
0.3,99,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0028
0.3,100,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0029
0.3,101,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0029
0.3,102,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0029
0.3,103,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.003
0.3,104,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.003
0.3,105,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.003
0.3,106,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.003
0.3,107,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0031
0.3,108,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0031
0.3,109,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0031
0.3,110,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0032
0.3,111,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0032
0.3,112,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0032
0.3,113,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0032
0.3,114,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0033
0.3,115,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0033
0.3,116,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0033
0.3,117,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0034
0.3,118,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0034
0.3,119,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0034
0.3,120,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0034
0.3,121,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0035
0.3,122,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0035
0.3,123,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0035
0.3,124,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0036
0.3,125,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0036
0.3,126,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0036
0.3,127,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0036
0.3,128,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0037
0.3,129,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0037
0.3,130,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0037
0.3,131,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0038
0.3,132,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0038
0.3,133,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0038
0.3,134,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0038
0.3,135,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0039
0.3,136,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0039
0.3,137,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0039
0.3,138,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.004
0.3,139,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.004
0.3,140,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.004
0.3,141,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.004
0.3,142,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0041
0.3,143,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0041
0.3,144,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0041
0.3,145,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0042
0.3,146,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0042
0.3,147,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0042
0.3,148,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0042
0.3,149,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0043
0.3,150,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0043
0.3,151,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0043
0.3,152,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0044
0.3,153,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0044
0.3,154,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0044
0.3,155,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0044
0.3,156,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0045
0.3,157,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0045
0.3,158,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0045
0.3,159,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0046
0.3,160,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0046
0.3,161,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0046
0.3,162,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0046
0.3,163,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0047
0.3,164,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0047
0.3,165,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0047
0.3,166,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0048
0.3,167,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0048
0.3,168,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0048
0.3,169,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0048
0.3,170,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0049
0.3,171,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0049
0.3,172,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0049
0.3,173,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.005
0.3,174,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.005
0.3,175,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.005
0.3,176,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.005
0.3,177,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0051
0.3,178,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0051
0.3,179,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0051
0.3,180,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0052
0.3,181,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0052
0.3,182,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0052
0.3,183,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0052
0.3,184,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0053
0.3,185,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0053
0.3,186,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0053
0.3,187,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0053
0.3,188,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0054
0.3,189,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0054
0.3,190,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0054
0.3,191,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0055
0.3,192,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0055
0.3,193,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0055
0.3,194,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0055
0.3,195,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0056
0.3,196,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0056
0.3,197,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0056
0.3,198,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0057
0.3,199,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0057
0.3,200,1,"Single upper tail","Moderate/high penalty","[-2.90, ∞)",-10,10,-18.9102,0.0057
0.31,2,1,"Single upper tail","Moderate/high penalty","[-2.57, ∞)",-10,10,-21.2809,1e-04
0.31,3,1,"Single upper tail","Moderate/high penalty","[-2.65, ∞)",-10,10,-21.2808,1e-04
0.31,4,1,"Single upper tail","Moderate/high penalty","[-2.68, ∞)",-10,10,-21.2808,1e-04
0.31,5,1,"Single upper tail","Moderate/high penalty","[-2.70, ∞)",-10,10,-21.2808,1e-04
0.31,6,1,"Single upper tail","Moderate/high penalty","[-2.72, ∞)",-10,10,-21.2808,2e-04
0.31,7,1,"Single upper tail","Moderate/high penalty","[-2.73, ∞)",-10,10,-21.2808,2e-04
0.31,8,1,"Single upper tail","Moderate/high penalty","[-2.73, ∞)",-10,10,-21.2808,2e-04
0.31,9,1,"Single upper tail","Moderate/high penalty","[-2.74, ∞)",-10,10,-21.2808,3e-04
0.31,10,1,"Single upper tail","Moderate/high penalty","[-2.74, ∞)",-10,10,-21.2808,3e-04
0.31,11,1,"Single upper tail","Moderate/high penalty","[-2.75, ∞)",-10,10,-21.2808,3e-04
0.31,12,1,"Single upper tail","Moderate/high penalty","[-2.75, ∞)",-10,10,-21.2808,3e-04
0.31,13,1,"Single upper tail","Moderate/high penalty","[-2.75, ∞)",-10,10,-21.2808,4e-04
0.31,14,1,"Single upper tail","Moderate/high penalty","[-2.76, ∞)",-10,10,-21.2808,4e-04
0.31,15,1,"Single upper tail","Moderate/high penalty","[-2.76, ∞)",-10,10,-21.2808,4e-04
0.31,16,1,"Single upper tail","Moderate/high penalty","[-2.76, ∞)",-10,10,-21.2808,5e-04
0.31,17,1,"Single upper tail","Moderate/high penalty","[-2.76, ∞)",-10,10,-21.2808,5e-04
0.31,18,1,"Single upper tail","Moderate/high penalty","[-2.76, ∞)",-10,10,-21.2808,5e-04
0.31,19,1,"Single upper tail","Moderate/high penalty","[-2.76, ∞)",-10,10,-21.2808,5e-04
0.31,20,1,"Single upper tail","Moderate/high penalty","[-2.76, ∞)",-10,10,-21.2808,6e-04
0.31,21,1,"Single upper tail","Moderate/high penalty","[-2.76, ∞)",-10,10,-21.2808,6e-04
0.31,22,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,6e-04
0.31,23,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,7e-04
0.31,24,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,7e-04
0.31,25,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,7e-04
0.31,26,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,7e-04
0.31,27,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,8e-04
0.31,28,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,8e-04
0.31,29,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,8e-04
0.31,30,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,9e-04
0.31,31,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,9e-04
0.31,32,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,9e-04
0.31,33,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,9e-04
0.31,34,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,0.001
0.31,35,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,0.001
0.31,36,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,0.001
0.31,37,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,0.0011
0.31,38,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,0.0011
0.31,39,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,0.0011
0.31,40,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,0.0011
0.31,41,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,0.0012
0.31,42,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,0.0012
0.31,43,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,0.0012
0.31,44,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,0.0013
0.31,45,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,0.0013
0.31,46,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,0.0013
0.31,47,1,"Single upper tail","Moderate/high penalty","[-2.77, ∞)",-10,10,-21.2808,0.0013
0.31,48,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0014
0.31,49,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0014
0.31,50,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0014
0.31,51,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0015
0.31,52,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0015
